smiles,cid,rat_vo,GHS_Category
Cc1nc2ccccc2c(=O)n1-c1ccc(Br)cc1.Cl,63376.0,185.0,3
Cc1nc2ccccc2c(=O)n1-c1ccccc1C#N.Cl,3043905.0,1000.0,4
Cc1nc2ccccc2c(=O)n1-c1ccccc1C(=O)[O-].[Na+],23690999.0,1550.0,4
Cc1nc2cnc3ccccc3c2s1.Cl,3066128.0,900.0,4
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,5073.0,56.6,3
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,115237.0,65.0,3
Cc1nc2n(c1C=NNC(=O)CN(C)C)CCS2,13758225.0,1000.0,4
Cc1nc2ncnn2c(C)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,3074905.0,300.0,3
Cc1nc2sccn2c1C=NNC(=O)CN(C)C,13758220.0,1500.0,4
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1.Cl,91657.0,113.0,3
Cc1ncc(CO)c(C=O)c1O.Cl,6171.0,2150.0,5
Cc1ncc(CO)c(CO)c1O,1054.0,4000.0,5
Cc1ncc(CO)c(CO)c1O.Cl,6019.0,4000.0,5
Cc1ncc(CO)c(CO)c1O.O=C(O)CCC(=O)C(=O)O,160145.0,4800.0,5
Cc1ncc(CS)c(CO)c1O.Cl,200184.0,3000.0,5
Cc1ncc(CS)c(CS)c1O.Cl,202802.0,549.0,4
Cc1ncc(CSSCc2cnc(C)c(O)c2C)c(C)c1O.Cl.Cl,3056855.0,2150.0,5
Cc1ncc(CSSCc2cnc(C)c(O)c2CCl)c(CCl)c1O.Cl.Cl,3056853.0,4300.0,5
Cc1ncc(CSSCc2cnc(C)c(O)c2CN)c(CN)c1O.Cl.Cl.Cl.Cl,3056851.0,4640.0,5
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,14190.0,4000.0,5
Cc1ncc(CSSSCc2cnc(C)c(O)c2CO)c(CO)c1O.Cl.Cl.O,3057347.0,2150.0,5
Cc1ncc(C[S+](C)[O-])c(CO)c1O.Cl,211976.0,5000.0,5
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],6202.0,3710.0,5
Cc1ncc([N+](=O)[O-])n1CC(O)CCl,28061.0,1780.0,4
Cc1ncc([N+](=O)[O-])n1CCO,4173.0,3000.0,5
Cc1ncc2c(c1O)CSSC2.Cl,52854.0,1110.0,4
Cc1ncc2coc(OCCO)c2c1O.Cl,3056773.0,2200.0,5
Cc1ncc2cscc2c1O.Cl,3056925.0,1500.0,4
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,4192.0,215.0,3
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl,68647.0,94.897,3
Cc1nccn1Cc1ccccc1,83699.0,1000.0,4
Cc1nccnc1C,22201.0,613.0,4
Cc1nccnc1N1CCCCC1.Cl,83550.0,730.0,4
Cc1nccnc1N1CCCCC1.O=S(=O)(O)O,17859.0,730.0,4
Cc1nccnc1SCc1ccco1,101003.0,1000.0,4
Cc1ncsc1C,62510.0,960.0,4
Cc1nn(-c2cc(NS(C)(=O)=O)c(Cl)cc2Cl)c(=O)n1C(F)F,86369.0,2600.0,5
Cc1nn(-c2ccc3cc(-c4ccccc4)c(=O)oc3c2)nc1-c1ccccc1,88194.0,2500.0,5
Cc1nn(-c2ccccc2)c(=O)c2noc(C)c12,27537.0,1000.0,4
Cc1nn(C)c(=O)c2noc(C)c12,33024.0,1000.0,4
Cc1nn(C)c(OCC(=O)c2ccccc2)c1C(=O)c1ccc(Cl)cc1Cl,92383.0,1644.0,4
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,9576412.0,245.0,3
Cc1nn(C)c2c1NCc1ccccc1O2.Cl,198139.0,1360.0,4
Cc1nnc(-c2ccccc2)c(=O)n1N,38854.0,1447.0,4
Cc1nnc(C(CCN2CC3CCC2CC3)(c2ccccc2)c2ccccc2)o1,42551.0,105.0,3
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,5328.0,3500.0,5
Cc1nnc(SCCCSc2nnnn2C)o1,3061973.0,500.0,4
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2118.0,1220.0,4
Cc1nsc(NC(=O)c2ccccc2)c1C(=O)Nc1ccc(Cl)cc1,39976.0,3000.0,5
Cc1oc(C)c(C(=O)Nc2ccccc2)c1C,34313.0,1470.0,4
Cc1occc(=O)c1O,8369.0,1410.0,4
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],23675786.0,3579.0,5
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+],23675743.0,5000.0,5
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].[Na+],23675320.0,5000.0,5
Cc1onc2c(=O)[nH]nc(-c3ccccc3)c12,28482.0,1000.0,4
Cc1onc2c(=O)n(-c3ccccc3)nc(-c3ccccc3)c12,33028.0,1000.0,4
Cc1onc2c(=O)n(C)nc(-c3ccccc3)c12,33027.0,1000.0,4
Cc1oncc1C(=O)N1CCCCC1,65865.0,1240.0,4
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,3899.0,235.0,3
Cc1sc2ccccc2c1CC1=NCCN1.Cl,68629.0,74.0,3
Cl.Cl.Cl.Cl.Cl.[Nb+5],24818.0,1400.0,4
Cl.Cl.Cl.Cl.Cl.[Ta+5],24394.0,1900.0,4
Cl.Cl.Cl.Cl.NCCNCCNCCN,71434.0,2285.0,5
Cl.Cl.Cl.[O-2].[V+2],24410.0,140.0,3
Cl.Cl.Clc1ccc(C2NCCNCc3ccccc32)cc1,26290.0,101.0,3
Cl.Cl.Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,60812.0,374.0,4
Cl.Cl.Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O,6918044.0,2100.0,5
Cl.Cl.Cn1c(=O)c2c(ncn2CCCCCN2CCN(c3ccc(Cl)cc3)CC2)n(C)c1=O,3067782.0,353.0,4
Cl.Cl.Cn1c(=O)c2c(ncn2CCCCCN2CCN(c3cccc(C(F)(F)F)c3)CC2)n(C)c1=O,3071345.0,660.0,4
Cl.Cl.Cn1c(=O)c2c(ncn2CCCCN2CCN(c3ccc(Cl)cc3)CC2)n(C)c1=O,3071343.0,505.0,4
Cl.Cl.Cn1c(=O)c2c(ncn2CCCCN2CCN(c3ccc(F)cc3)CC2)n(C)c1=O,3067784.0,353.0,4
Cl.Cl.Cn1c(=O)c2c(ncn2CCCN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O,3061738.0,1600.0,4
Cl.Cl.Cn1c2c(c3ccccc31)CCN(CCCN1CCN(c3ccccc3)CC1)C2=O,130271.0,650.0,4
Cl.Cl.Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,5282407.0,503.0,4
Cl.Cl.N.N.N#[O+].[Cl-].[Cl-].[Cl-].[Ru+2],166917.0,761.0,4
Cl.Cl.NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,17139.0,1120.0,4
Cl.Cl.NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,11577221.0,1025.0,4
Cl.Cl.NC(CCN1CCCCCC1)=NO,135541162.0,500.0,4
Cl.Cl.NC(CNc1ccc(Cl)cc1)=NO,9587950.0,450.0,4
Cl.Cl.NCCNCCNCCN,71433.0,2285.0,5
Cl.Cl.NCCOC(=O)C=CC(=O)OCCN,6433397.0,4920.0,5
Cl.Cl.NCCSSCCN,5941.0,896.0,4
Cl.Cl.NNc1ccc(N(CCO)CCO)nn1,168701.0,1800.0,4
Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,11933.0,3820.0,5
Cl.Cl.Nc1ccc(C(F)(F)F)c(NC(=O)c2cccnc2)c1,3042224.0,800.0,4
Cl.Cl.Nc1ccc(C(F)(F)F)cc1NC(=O)c1cccnc1,3042222.0,850.0,4
Cl.Cl.Nc1ccc(N)cc1,12205.0,147.0,3
Cl.Cl.Nc1ccc(O)c(N)c1,8715.0,240.0,3
Cl.Cl.Nc1ccc2[nH]c3ccc(N)cc3c2c1,47107.0,1035.0,4
Cl.Cl.Nc1cccc(C(O)CNC2CC2)c1,29961.0,3250.0,5
Cl.Cl.O=C(CCN1CCN2c3ccccc3CCC2C1)Cc1ccc(F)cc1,117367.0,800.0,4
Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,55182.0,365.0,4
Cl.Cl.O=C(OCCN1CCCCC1)C(c1ccccc1)N1CCCCC1,72071.0,2000.0,4
Cl.Cl.O=C1C=CC(=O)c2c1c(O)c1c(NCCNCCO)ccc(NCCNCCO)c1c2O,51082.0,682.0,4
Cl.Cl.O=C1NC2CCCCN2C12CCN(CCCN1c3ccccc3CCc3ccc(Cl)cc31)CC2,656595.0,4912.0,5
Cl.Cl.O=[N+]([O-])c1cccc2[nH]c3ccccc3c(=NCCN(CCO)CCO)c12,53592.0,176.0,3
Cl.Cl.OC(CCl)CNCCNCC(O)CCl,3069743.0,1000.0,4
Cl.Cl.OC(CNCCNCC(O)COc1ccccc1)COc1ccccc1,198152.0,2920.0,5
Cl.Cl.OCCN1CCCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,9849683.0,880.0,4
Cl.Cl.OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5282483.0,791.0,4
Cl.Cl.OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,6433208.0,660.0,4
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,71587.0,900.0,4
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1,209399.0,657.0,4
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,74835.0,318.0,4
Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3cccnc32)CC1,9824662.0,1610.0,4
Cl.Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,91513.0,950.0,4
Cl.Cl.OCCOCCN1CCN(CCOC(c2ccccc2)c2ccc(Cl)cc2)CC1,86058.0,800.0,4
Cl.Cl.Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,25193.0,410.0,4
Cl.Cl.[O-2].[Zr+2],24373.0,2950.0,5
Cl.Cl.[V+2].c1cc[cH-]c1.c1cc[cH-]c1,82917.0,87.0,3
Cl.Cl.c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,3044473.0,150.0,3
Cl.Cl.c1ccc2c(C3CCN(CCN4CCOCC4)C3)c[nH]c2c1,19339.0,1577.0,4
Cl.Cl.c1cncc(CSSCc2cccnc2)c1,3057341.0,2150.0,5
Cl.ClCCN1CCCC(C(c2ccccc2)c2ccccc2)C1,201275.0,970.0,4
Cl.ClCc1ccccn1,23392.0,316.0,4
Cl.ClCc1cccnc1,23394.0,316.0,4
Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,161104.0,1986.0,4
Cl.Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,21117757.0,710.0,4
Cl.Clc1ccc(CN2CCN=C2c2ccccc2)cc1,3042993.0,400.0,4
Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,5309446.0,1950.0,4
Cl.Clc1ccc(N=C(NC2CCCCC2)c2ccccc2)c(Cl)c1,3043198.0,2000.0,4
Cl.Clc1ccc(N=C(NC2CCCCC2)c2ccccc2)cc1Cl,3043194.0,2000.0,4
Cl.Clc1ccc(OCC2=NCCN2)cc1Cl,32048.0,100.0,3
Cl.Clc1ccc2nsnc2c1N=C1NCCN1,114869.0,414.0,4
Cl.Clc1cccc(Cl)c1NC1=NCCN1,20179.0,126.0,3
Cl.Clc1cccc(N2CCNCC2)c1,25681.0,142.0,3
Cl.Clc1cccc(N2CCNCC2)n1,3024498.0,174.0,3
Cl.Clc1ccccc1CN1CCc2sccc2C1,65335.0,1780.0,4
Cl.Clc1cncc(N2CCNCC2)n1,198421.0,79.60000000000001,3
Cl.Cn1c(=NN)sc2ccccc21,9575839.0,149.0,3
Cl.Cn1c(=O)c2c(nc(Cc3ccccc3)n2C(CN)N2CCOCC2)n(C)c1=O,3048479.0,1498.0,4
Cl.Cn1c(=O)n(CC2CNCCO2)c2ccccc21,134375.0,1000.0,4
Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,77082.0,200.0,3
Cl.Cn1c2c(c3cc(N)ccc31)CCCC2,47088.0,229.0,3
Cl.Cn1c2c(c3ccc(N)cc31)CCCC2,44622.0,705.0,4
Cl.Cn1c2ccccc2c2cc(N)ccc21,44665.0,347.0,4
Cl.Cn1cc(C(=O)C2CCc3[nH]cnc3C2)c2ccccc21,107999.0,1264.0,4
Cl.Cn1cc(OCC(O)CNC(C)(C)C)c2ccccc2c1=O,44155.0,145.0,3
Cl.FC(F)(F)c1cccc(-n2nc(OCCCN3CCCCCC3)c3cccnc32)c1,217263.0,780.0,4
Cl.FC(F)(F)c1cccc(-n2nc(OCCN3CCCCC3)c3cccnc32)c1,214910.0,1000.0,4
Cl.FC(F)(F)c1cccc(-n2nc(OCCN3CCCCCC3)c3cccnc32)c1,214908.0,1000.0,4
Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,128918.0,800.0,4
Cl.Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,62878.0,415.0,4
Cl.Fc1ccc(N=C(NC2CCCCC2)c2ccccc2)cc1,3043196.0,2000.0,4
Cl.N,25517.0,1650.0,4
Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,53447387.0,149.0,3
Cl.N#CCCN1CC=C(c2cccc(C(F)(F)F)c2)CC1,3069008.0,515.0,4
Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,59694.0,200.0,3
Cl.N=C(N)C(O)c1ccc2c(c1)OCO2,135502799.0,2800.0,5
Cl.N=C(N)N,5742.0,475.0,4
Cl.N=C(N)N=C(N)NCCc1ccccc1,13266.0,938.0,4
Cl.N=C(N)N=C(N)NCc1ccccc1,85468707.0,481.0,4
Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,71401.0,142.0,3
Cl.N=C(N)NN=C(c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,9570354.0,199.0,3
Cl.N=C(N)SCc1ccc([N+](=O)[O-])cc1,78062.0,300.0,3
Cl.N=C(N)SCc1ccccc1,10852.0,27.0,2
Cl.N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,9570437.0,390.0,4
Cl.NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,3046521.0,1120.0,4
Cl.NC(CC(=O)[O-])C(=O)[O-].[Mg+2],11593581.0,4850.0,5
Cl.NC(CNc1ccc(Cl)c(Cl)c1)=NO,9587948.0,245.0,3
Cl.NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,12312742.0,52.0,3
Cl.NC1(C(=O)O)CCCC1,3021985.0,260.0,3
Cl.NC12CC3CC(CC(C3)C1)C2,64150.0,800.0,4
Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,157313.0,192.0,3
Cl.NC1CCCCC1,21097.0,720.0,4
Cl.NC1CCCc2ccccc2C1,41895.0,270.0,3
Cl.NC1CCN(c2cccc(Cl)n2)CC1,131746.0,190.0,3
Cl.NC1CCc2ccccc2C1,34676.0,100.0,3
Cl.NC1Cc2ccccc2C1,122764.0,326.0,4
Cl.NCC(=O)O,22316.0,3340.0,5
Cl.NCC(O)CCl,29153571.333333332,238.33333333333334,3
Cl.NCC(O)c1ccc(O)c(O)c1,11672905.0,132.0,3
Cl.NCC(O)c1ccc(O)cc1,102484.0,1090.0,4
Cl.NCC(O)c1cccc(O)c1,20907.0,390.0,4
Cl.NCC1CCC(C(=O)Oc2ccc(CCC(=O)O)cc2)CC1,34001.0,1503.0,4
Cl.NCCC=C1c2ccccc2COc2ccccc21,6434754.0,960.0,4
Cl.NCCCC(N)(C(=O)O)C(F)F,57004.0,5000.0,5
Cl.NCCNC(=O)c1cc2ccccc2cc1O,43173.0,4340.0,5
Cl.NCCNCCNCCNCCN,3084661.0,1000.0,4
Cl.NCCNS(=O)(=O)c1cccc2cnccc12,3088099.0,1000.0,4
Cl.NCCc1ccc(O)c(O)c1,65340.0,2859.0,5
Cl.NN,115031.0,128.0,3
Cl.NNc1nnc(NN)c2ccccc12,198456.0,350.0,4
Cl.NNc1nncc2ccccc12,9351.0,280.0,3
Cl.NO,21645.0,141.0,3
Cl.Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,108013.0,4203.0,5
Cl.Nc1cc(-c2cccs2)no1,216900.0,1850.0,4
Cl.Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,51763.0,38.0,2
Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,8691.0,472.0,4
Cl.Nc1ccc(N=Nc2ccccc2)cc1,135437301.0,1250.0,4
Cl.Nc1ccc2[nH]c3c(c2c1)CCCC3,14117.0,374.0,4
Cl.Nc1ccc2[nH]c3ccccc3c2c1,44620.0,1517.0,4
Cl.Nc1ccc2c(c1)C(=O)NC(CCCl)O2,18933.0,1958.0,4
Cl.Nc1ccc2c(c1)C1CCCCC1N2,114079.0,275.0,3
Cl.Nc1ccc2c(c1)Cc1cc(N)ccc1-2,21245.0,1070.0,4
Cl.Nc1ccc2c(c1)[nH]c1ccccc12,44618.0,964.0,4
Cl.Nc1ccc2c3c([nH]c2c1)CCCC3,47094.0,290.0,3
Cl.Nc1cccc2c3c([nH]c12)CCCC3,47092.0,1375.0,4
Cl.Nc1ccccc1,8870.0,840.0,4
Cl.Nc1ccccc1SCc1ncon1,3057623.0,63.0,3
Cl.Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,6252.0,3200.0,5
Cl.Nc1ccncc1,164772.0,32.0,2
Cl.O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,28416.0,195.0,3
Cl.O=C(CCCN1CCC(O)CC1)c1ccc(F)cc1,29733.0,2400.0,5
Cl.O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,6157.0,200.0,3
Cl.O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1,198060.0,1080.0,4
Cl.O=C(CN1CCCCC1)N1CCOc2ccccc21,39543.0,200.0,3
Cl.O=C(CN1CCNCC1)NC1CCCCC1,6917681.0,3900.0,5
Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,161803.0,4482.0,5
Cl.O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,443949.0,2300.0,5
Cl.O=C(Cn1ccnc1)c1ccc2ccccc2c1,51199.0,504.0,4
Cl.O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,38102.0,1800.0,4
Cl.O=C(O)C1=CCCN(CCOC(c2ccc(C(F)(F)F)cc2)c2ccc(C(F)(F)F)cc2)C1,198692.0,894.0,4
Cl.O=C(O)C=Cc1ccc(Cn2ccnc2)cc1,6438130.0,4164.0,5
Cl.O=C(O)c1ccc(OCCn2ccnc2)cc1,53000.0,1735.0,4
Cl.O=C(O)c1ccc2c(c1)CCC(Cn1ccnc1)C2,175775.0,1994.0,4
Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,62999.0,5000.0,5
Cl.O=C(OC1CC2NC(C1)C1OC21)C(CO)c1ccccc1,90479240.0,3020.0,5
Cl.O=C(OC1CN2CCC1CC2)c1ccccc1,10199264.0,250.0,3
Cl.O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,20673.0,1210.0,4
Cl.O=C(OCCN1CCOCC1)c1cccnc1Nc1cccc(C(F)(F)F)c1,90114.0,4301.0,5
Cl.O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,22424.0,530.0,4
Cl.O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,73346.0,2530.0,5
Cl.O=C(c1ccc(Cl)c(Cl)c1)c1ccccc1-c1ncc[nH]1,3042991.0,400.0,4
Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,36431.0,196.0,3
Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,55751.0,1850.0,4
Cl.O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,55917.0,125.0,3
Cl.O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,5485201.0,1450.0,4
Cl.O=C1CCCCC1(CCN1CCCCCC1)C(=O)OCc1ccccc1,121389.0,450.0,4
Cl.O=C1CCc2cc(C(=O)CCCN3CCN(c4ccccc4)CC3)ccc2N1,3067074.0,500.0,4
Cl.O=C1CCc2cc(C(=O)CCCN3CCN(c4ccccc4Cl)CC3)ccc2N1,3067076.0,500.0,4
Cl.O=C1CCc2cc(C(=O)CCN3CCN(c4cccc(Cl)c4)CC3)ccc2N1,3067081.0,500.0,4
Cl.O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,122820.0,3800.0,5
Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,68626.0,437.0,4
Cl.O=C1OC(CCN2CCCCC2)OC1(c1ccccc1)c1ccccc1,28931.0,1500.0,4
Cl.O=C1c2ccccc2C(=O)N1CCc1ccccn1,3024777.0,860.0,4
Cl.O=C1c2ccccc2CCC1CNCCc1ccc(O)cc1,34771.0,650.0,4
Cl.O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,63401.0,2135.0,5
Cl.O=C1c2ccccc2S(=O)(=O)N1CCCCNCC1CCc2ccccc2O1,198756.0,324.0,4
Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,163751.0,335.0,4
Cl.O=S1(=O)CCC(NNc2ccccc2)C1,13442.0,800.0,4
Cl.O=c1cc(-c2ccccc2)c2ccc(OCCCN3CCC(c4ccccc4)CC3)cc2[nH]1,3061008.0,1000.0,4
Cl.O=c1cccnn1CCCNCC1COc2ccccc2O1,163825.0,400.0,4
Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,62935.0,690.0,4
Cl.OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,66266.0,515.0,4
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,92151.0,750.0,4
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,101597.0,628.0,4
Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,66007.0,1630.0,4
Cl.OC(Cn1ccnc1)c1ccc(CCc2ccccc2)cc1,53625.0,2700.0,5
Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,65329.0,880.0,4
Cl.OC(c1cc2ccc(C(F)(F)F)cc2c2cc(C(F)(F)F)ccc12)C1CCCCN1,76966160.0,780.0,4
Cl.OC(c1ccccc1)(c1ccc(Cl)cc1)C1CCCCN1,3064309.0,400.0,4
Cl.OC(c1ccccc1)(c1ccccc1)C1CCCCN1,66008.0,180.0,3
Cl.OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,115027.0,440.0,4
Cl.OC(c1ccccc1)(c1cccnc1)C1CCCCC1,46210.0,2000.0,4
Cl.OC1(c2ccc(Cl)cc2)CCNCC1,3047456.0,465.0,4
Cl.OC1CCN2Cc3ccccc3N=C12,197084.0,640.0,4
Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,168090.0,210.0,3
Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,71612.0,690.0,4
Cl.Oc1[nH]c(O)c2c1C1C=C(C(O)(c3ccccc3)c3ccccn3)C2C1=C(c1ccccc1)c1ccccn1,3048492.0,6.0,2
Cl.Oc1c2c(c(O)n1CCCCN1CCN(c3nsc4ccccc34)CC1)CCCC2,115367.0,870.0,4
Cl.Oc1ccc(C(O)CCNCCCSc2ccccc2)cc1,36992.0,650.0,4
Cl.Oc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,3071159.0,2000.0,4
Cl.Oc1ccc(NCc2ccccc2)cc1,69316.0,400.0,4
Cl.Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1,3024713.0,1000.0,4
Cl.Oc1cn2c(n1)Nc1ccc(Cl)c(Cl)c1C2,135413494.0,1500.0,4
Cl.[O-][N+](CCCl)(CCCl)CCCCCl,3063321.0,30.0,2
Cl.c1cc2c(c(NC3=NCCN3)c1)CCC2,162014.0,481.0,4
Cl.c1cc2c(c(NC3=NCCN3)c1)CCCC2,443950.0,190.0,3
Cl.c1cc2c(cc1C1CCCCC1)c1c3n2CCNC3CCC1,160019.0,3072.0,5
Cl.c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,22214.0,916.0,4
Cl.c1ccc(C2(N3CCCCC3)CCCCC2)cc1,13727.0,135.0,3
Cl.c1ccc(C2(c3ccccc3)OCC(C3CCCCN3)O2)cc1,10063533.5,295.0,3
Cl.c1ccc(C2CCCCC2)c(OCC2CNCCO2)c1,3058389.0,1120.0,4
Cl.c1ccc(C2CCCCC2)c(OCCC2=NCCN2)c1,51201.0,9.2,2
Cl.c1ccc(C2CN3CCSC3=N2)cc1,48286.0,330.0,4
Cl.c1ccc(C2c3ccccc3CCN2c2ccccc2)cc1,3024607.0,1000.0,4
Cl.c1ccc(CC2=NCCN2)cc1,6048.0,1200.0,4
Cl.c1ccc(CC2CCNCC2)cc1,31737.0,540.0,4
Cl.c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,168198.0,740.0,4
Cl.c1ccc2[nH]c(-c3cscn3)nc2c1,88101.0,3600.0,5
Cl.c1ccc2c(c1)CCCC2C1=NCCN1,10648.0,785.0,4
Cl.c1ccc2c(c1)CN1CCN=C1N2,214532.0,900.0,4
Cl.c1ccc2c(c1)ncc1ncsc12,3066777.0,350.0,4
Cl.c1ccc2oc(C3(Cn4cncn4)OCCCO3)cc2c1,3062581.0,1000.0,4
Cl.c1ccncc1,69401.0,1600.0,4
Cl.c1cncc(C2CCCCN2)c1,3041330.0,235.0,3
ClC(=NNc1c(Cl)cc(Cl)cc1Cl)c1ccccc1,5360800.0,718.0,4
ClC(=Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(Cl)(Cl)Cl,198976.0,1000.0,4
ClC(Br)Br,31296.0,370.0,4
ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,518659.0,3630.0,5
ClC(Cl)(Br)CBr,6401.0,205.0,3
ClC(Cl)(Cl)C(Cl)(Cl)Cl,6214.0,4460.0,5
ClC(Cl)(Cl)CC1CO1,18322.0,1500.0,4
